uando começou a Guerra dos Bôeres na África do Sul em 1900?;No início de 1900, com a décima primeira semana da guerra.
Que desastres naturais marcaram 1960?;Terremoto em Agadir (12 mil mortos) e terremoto no Chile (10 mil mortos).
Quando John F. Kennedy tomou posse como presidente dos EUA?;20 de janeiro de 1961, aos 43 anos, o mais jovem presidente eleito.
Que mensagem central Kennedy transmitiu em seu discurso inaugural?;Compromisso de pagar qualquer preço e enfrentar qualquer inimigo para defender a liberdade.
O que aconteceu na Baía dos Porcos em abril de 1961?;"Invasão fracassada de 1.400 exilados cubanos; Kennedy assumiu responsabilidade."
Quantas propostas legislativas Kennedy apresentou no início de seu governo e quantas foram aprovadas?;"335 propostas; 172 aprovadas."
O que previa a proposta de Kennedy rejeitada pelo Congresso em 1961?;Cuidados médicos para idosos.
Qual era a missão do Corpo da Paz criado por Kennedy?;Enviar voluntários para ajudar países pobres e promover compreensão mútua.
Que decreto a União Soviética emitiu em 1º de julho de 1961?;Instituiu pena de morte para “especuladores profissionais”.
O que marcou a repressão religiosa na URSS em 1961?;Apenas uma sinagoga em Moscou permaneceu aberta.
O que Antoine Gizenga fez em Stanleyville após a morte de Lumumba?;Proclamou um regime separado com 7 mil homens armados.
Qual foi a posição de Kennedy sobre o Congo em 1961?;Avisou à URSS que os EUA defenderiam a resolução da ONU contra intervenção unilateral.
O que aconteceu com o secretário-geral Dag Hammarskjöld em setembro de 1961?;"Morreu em acidente aéreo a caminho de negociações no Congo; recebeu Nobel da Paz postumamente."
Qual incidente em novembro de 1961 envolveu tropas congolesas e a ONU?;Tropas saquearam base da ONU e mataram 13 aviadores italianos.
O que a ONU autorizou em dezembro de 1961 para o Congo?;Uso de força se necessário para restaurar ordem e autoridade legítima.
O que Moise Tshombe aceitou em 20 de dezembro de 1961?;Subordinar Katanga ao governo central do Congo.
No final de 1961, quantos congoleses haviam sido treinados pela ONU em saúde pública e medicina?;Mais de mil congoleses.
Quais medidas a ONU implementou no Congo em 1961 além do treinamento em saúde?;Reabertura de escolas, entrega de materiais de ensino, treinamento de professores, programas públicos de trabalho e combate à fome.
Qual tragédia humanitária o Congo enfrentava em 1961 e como a ONU ajudou?;Epidemia de fome: 200 mortes/dia → reduzidas a menos de 20/semana em 3 meses.
Quem foi o primeiro homem a orbitar a Terra e quando?;Yuri Gagarin, em 12 de abril de 1961.
Quem foi o primeiro americano no espaço e quando?;Alan B. Shepard, em 5 de maio de 1961 (voo suborbital).
Qual meta espacial Kennedy anunciou em 25 de maio de 1961?;Levar um homem à Lua e trazê-lo em segurança antes do fim da década.
O que foi anunciado após a reunião Kennedy-Khrutchev em Viena (junho de 1961)?;OTAN responderia com armas nucleares a um ataque não nuclear do bloco comunista.
Qual bailarino soviético pediu asilo no Ocidente em 1961?;Rudolf Nureyev, em Paris.
Quando começou a construção do Muro de Berlim?;13 de agosto de 1961.
Qual mensagem Kennedy enviou sobre Berlim em 25 de julho de 1961?;“Não podemos e não vamos permitir que os comunistas nos expulsem de Berlim.”
Qual a maior bomba já detonada pela humanidade e quando?;Bomba de 50 megatons pela URSS, em 30 de outubro de 1961.
O que Kennedy pediu na ONU em setembro de 1961?;Desarmamento nuclear total, sob controle internacional eficaz.
Quais progressos sanitários a ONU anunciou em dezembro de 1961?;Queda drástica nos casos de malária, peste bubônica e varíola.
Qual era o tamanho da presença americana no Vietnã do Sul em 1962?;10 mil militares, incluindo mortos em combate.
O que revelaram as fotos de 14 de outubro de 1962 em Cuba?;Instalação de mísseis soviéticos de médio alcance capazes de atingir 1.600 km, incluindo Washington.
Qual dilema Kennedy enfrentou após a descoberta dos mísseis em Cuba?;Atacar os pontos de lançamento (risco de guerra nuclear) ou encontrar solução diplomática.
Qual terceira opção Kennedy escolheu diante da crise dos mísseis em Cuba?;Bloqueio naval (chamado de “quarentena” para evitar problemas jurídicos internacionais).
Quando começou o bloqueio naval a Cuba e qual foi a reação inicial soviética?;"24 de outubro de 1962; vários navios soviéticos mudaram de rota para evitar confronto."
O que Khrutchev propôs em 27 de outubro de 1962 para resolver a crise dos mísseis?;Retirada dos mísseis de Cuba em troca da retirada das bases americanas na Turquia.
Qual foi a resposta final de Khrutchev em 28 de outubro de 1962?;Concordou em retirar mísseis, bombardeiros e tropas de Cuba. EUA encerraram o bloqueio em 22 de novembro.
Quando começaram as negociações entre França e Argélia em Evian e quem participou?;"7 de março de 1962; Ben Bella (FLN) e Georges Pompidou (França)."
Qual foi o resultado do referendo pela independência da Argélia em 1º de julho de 1962?;5.993.754 votos a favor, 16.478 contra. Independência proclamada em 3 de julho.
O que aconteceu após a independência da Argélia com a população europeia?;"Violência em Orã (centenas mortos); 800 mil europeus (80%) deixaram o país; propriedades francesas foram nacionalizadas."
Quem foi condenado a 5 anos de prisão na África do Sul em 1962 e por quê?;Nelson Mandela, por incitar greve e sair do país sem documentos válidos.
Qual lei aprovada na África do Sul em 1962 reforçou o apartheid?;"Pena de morte para atos de sabotagem; censura a publicações; prisões domiciliares de opositores."
Que manobras militares mostraram a força do Pacto de Varsóvia em 1962?;Exercícios na Hungria, Alemanha Oriental e fronteira polonesa, com simulações de ataques nucleares.
Que acordo foi firmado em 5 de abril de 1963 entre EUA e URSS?;Criação da “linha direta” entre Kennedy e Khrutchev.
O que estabeleceu o Tratado de Proibição Parcial de Testes Nucleares em 20 de junho de 1963?;Banimento de testes nucleares na atmosfera, no espaço e debaixo d’água (permitidos apenas subterrâneos).
Qual inovação o tratado de 1963 trouxe sobre o uso de armas no espaço?;Proibição de disparar armas nucleares na órbita terrestre.
Como Khrutchev defendeu os expurgos stalinistas em 1963?;Chamou-os de “criativos” e exigiu moderação dos escritores ao abordar a história soviética.
Quais medidas anticlericais foram tomadas na Polônia em 1963?;"Estudantes religiosos convocados ao exército; fechamento de escolas de conventos; bispos proibidos de ir ao Concílio Vaticano II."
Quais restrições estudantis foram impostas na Tchecoslováquia em 1963?;"Universitários obrigados a trabalhar 3 anos em postos básicos; jovens presos por protestos; bispos libertados impedidos de atuar."
Por que o aiatolá Khomeini foi preso em 4 de junho de 1963?;Por pregar contra o xá do Irã, especialmente contra seus planos de emancipação das mulheres.
Para onde Khomeini foi exilado após sua prisão?;Turquia → Iraque → Paris (onde fortaleceu o conservadorismo religioso iraniano).
Qual revista americana publicou em 25 de janeiro de 1963 uma grande crítica ao envolvimento no Vietnã?;Revista Life, com reportagem de 14 páginas intitulada “Nós avançamos fundo na selva da guerra”.
Quantos soldados americanos morreram em 1963 no Vietnã?;Mais de 80, em operações contra o vietcongue em “aldeias estratégicas”.
O que Kennedy declarou em 2 de setembro de 1963 sobre o governo do Vietnã do Sul?;"Criticou medidas antibudistas; disse que apenas mudanças políticas e de pessoas restaurariam a confiança."
Qual a resposta de Kennedy à proposta de De Gaulle sobre neutralidade do Vietnã?;Rejeitou, afirmando que não retiraria tropas até a destruição da guerrilha comunista.
Qual foi a mensagem central de Kennedy em Berlim em 1963?;"Defesa firme da cidade; disse “Ich bin ein Berliner” para 150 mil pessoas, reafirmando o compromisso dos EUA."
Que decisão sobre tropas foi anunciada por Dean Rusk em Frankfurt em 1963?;Seis divisões americanas permaneceriam na Alemanha Ocidental “pelo tempo necessário”.
Onde Nelson Mandela foi preso em 1963 e qual sua sentença?;"Preso em Rivonia; condenado à prisão perpétua na Ilha Robben."
Qual era o número de prisioneiro de Mandela em Robben Island?;466º prisioneiro de 1963 (“Prisioneiro 466/63”).
Que discurso de Kennedy ao Congresso em 28 de fevereiro de 1963 marcou os direitos civis?;Denunciou desigualdades raciais: negros tinham metade das chances de ascensão e vida 7 anos mais curta.
Onde Martin Luther King liderou protestos em abril de 1963, chamando a cidade de “a mais segregada”?;Birmingham, Alabama.
Qual foi o papel do governador George Wallace na Universidade do Alabama em 1963?;"Tentou barrar matrícula de dois estudantes negros; foi removido pela Guarda Nacional por ordem de Kennedy."
Quando foi apresentada a Lei dos Direitos Civis por Kennedy?;19 de junho de 1963, pedindo o fim de políticas baseadas em raça ou discriminação.
Qual foi a maior marcha pelos direitos civis em 1963?;"Marcha sobre Washington em 28 de agosto; Martin Luther King fez o discurso do “I have a dream”."
Onde e quando Kennedy foi assassinado?;Dallas, Texas, em 22 de novembro de 1963, durante cortejo em carro aberto.
Quem assumiu a presidência dos EUA após o assassinato de Kennedy?;Lyndon B. Johnson, empossado no avião presidencial por Sarah Hughes.
Que mensagem Johnson enviou ao Senado sobre a Lei dos Direitos Civis após a morte de Kennedy?;Que a aprovação rápida seria o maior tributo à memória de Kennedy.
Qual foi a posição de Johnson sobre o Vietnã logo após assumir?;"Determinado a não “perder o Vietnã”; manteve política de ajuda militar e pensava em ações mais enérgicas."
O que o general Curtis LeMay sugeriu em 1963 sobre a guerra no Vietnã?;Bombardear o Vietnã do Norte: “Estamos matando moscas quando deveríamos ir atrás da pilha de estrume”.
O que Johnson disse aos generais na véspera de Natal de 1963?;“Apenas me reelejam, e vocês terão sua guerra”.
Quando o Muro de Berlim ficou totalmente pronto?;5 de janeiro de 1964.
Quantos alemães-orientais haviam cruzado para o Ocidente antes da conclusão do muro?;Mais de 1 milhão.
Qual era a ordem da polícia alemã-oriental após o muro ficar pronto?;Atirar para matar qualquer um que tentasse atravessá-lo.
Qual foi a prioridade interna anunciada por Johnson em 8 de janeiro de 1964?;“Guerra incondicional contra a pobreza” e avanço dos direitos civis.
Quando a Lei dos Direitos Civis foi aprovada?;19 de junho de 1964.
O que a Lei dos Direitos Civis tornou ilegal?;Discriminação racial em serviços públicos, programas com ajuda federal, empregadores e sindicatos com mais de 100 funcionários.
Quais reformas sociais adicionais Johnson aprovou em 1964?;Lei do Selo Alimentar, Lei de Oportunidade Econômica, criação do VISTA (Voluntários a Serviço da América).
O que Johnson prometeu ao Vietnã do Sul em 2 de fevereiro de 1964?;Garantia de ajuda militar contra a insurgência comunista.
Qual proposta secreta Johnson fez ao Vietnã do Norte via mediador canadense J. Blair Seaborn?;Reconhecimento diplomático e ajuda financeira em troca do fim do apoio ao Vietcongue.
O que foi a Trilha Ho Chi Minh?;Rede de 800 km de suprimentos do Vietnã do Norte ao Sul, via Laos, com depósitos, hospitais e armazéns subterrâneos.
Quantos conselheiros militares americanos havia no Vietnã do Sul após o reforço da primavera de 1964?;Aumentaram de 15 mil para 20 mil.
Qual evento de 2 de agosto de 1964 levou à Resolução do Golfo de Tonkin?;Três barcos torpedeiros atacaram o contratorpedeiro americano Maddox na costa do Vietnã do Norte.
O que autorizava a Resolução do Golfo de Tonkin?;Que os EUA usassem forças militares para defender qualquer nação do Sudeste Asiático contra agressão comunista.
Quem foram os únicos senadores a votar contra a Resolução do Golfo de Tonkin?;Ernest Gruening (Alasca) e Wayne Morse (Oregon).
Qual foi a reação militar imediata dos EUA após a Resolução do Golfo de Tonkin?;Bombardeios contra instalações costeiras do Vietnã do Norte.
Quem venceu as eleições presidenciais nos EUA em 3 de novembro de 1964?;Lyndon B. Johnson, derrotando Barry Goldwater com margem recorde de 16 milhões de votos.
Quando Harold Wilson assumiu como primeiro-ministro do Reino Unido e qual sua promessa?;"16 de outubro de 1964; prometeu nova era científica e tecnológica, além de reformas sociais."
Quando Khrutchev foi deposto do cargo de primeiro-secretário do Partido Comunista?;14 de outubro de 1964.
Quem sucedeu Khrutchev como líder da URSS?;Leonid Brezhnev (primeiro-secretário) e Aleksei Kosygin (primeiro-ministro).
Quais foram algumas acusações contra Khrutchev após sua queda?;Nepotismo, rudeza, culto à personalidade, erros na crise dos mísseis de Cuba, falhas econômicas e científicas.
O que a China realizou em 16 de outubro de 1964, um dia após a queda de Khrutchev?;Testou sua primeira bomba atômica.
Onde e quando ocorreram os primeiros Jogos Olímpicos sediados na Ásia?;Tóquio, 1964.
Quantas medalhas de ouro conquistaram EUA e URSS em Tóquio 1964?;"EUA: 36; URSS: 30."
Qual país obteve o 3º maior número de medalhas de ouro em Tóquio 1964?;Japão, com 16 medalhas.
Quem declarou abertos os Jogos Olímpicos de Tóquio em 1964?;Imperador Hirohito.
Qual inovação tecnológica marcou os Jogos de Tóquio 1964?;Primeira transmissão televisiva via satélite de um evento esportivo.
Em 24 de dezembro de 1964, que ataque ocorreu em Saigon?;Explosão de bomba vietcongue no Hotel Brinks, matando 2 americanos e ferindo mais de 50.
Qual vilarejo católico foi atacado e ocupado pelos vietcongues em dezembro de 1964?;Binh Gia, a 64 km de Saigon.
Quais foram as perdas na batalha de Binh Gia?;Quase 200 tropas do Vietnã do Sul e 5 conselheiros americanos mortos.
O que Johnson declarou sobre vencer a guerra apenas com ataques aéreos?;“Nunca achei que essa guerra poderia ser vencida pelo ar”.
Qual era a alternativa defendida por Johnson em relação ao Vietnã?;Mais tropas terrestres, forças especiais e fuzileiros, aceitando mais perdas americanas.
Que países assinaram acordos de cooperação ou armamento com a URSS em 1964?;Argélia, Indonésia, Índia, Cuba e Egito.
Qual líder árabe recebeu apoio soviético em 1964 contra Israel?;Gamal Abdel Nasser, do Egito.
Que tipo de censura foi reforçada na Polônia em 1964?;Controle sobre papel destinado a revistas críticas ao regime.
Que tipo de agitação ocorreu na Tchecoslováquia em 1964?;Confrontos de jovens com forças de segurança, seguidos de prisões.
Quando a China detonou sua primeira bomba atômica?;16 de outubro de 1964.
O que aconteceu com a chuva radioativa do teste nuclear chinês?;Espalhou-se entre 19 e 22 de outubro sobre Canadá, Grandes Lagos, Mississippi, Flórida e costa atlântica dos EUA.
Como os EUA responderam ao teste nuclear chinês?;Com teste nuclear subterrâneo no Mississippi, permitido pelo tratado.
O que o Surgeon General dos EUA confirmou em 1964?;Relação entre tabagismo e câncer de pulmão e outras doenças.
Quem ganhou o Nobel de Química em 1964?;Dorothy Hodgkin, da Universidade de Oxford, por determinar a estrutura do colesterol.
Quais musicais estrearam em Nova York em 1964?;Alô, Dolly! e Um Violinista no Telhado.
Quais bandas britânicas fizeram sua primeira turnê nos EUA em 1964?;Beatles e Rolling Stones.
Qual era o objetivo central do programa da Grande Sociedade de Johnson?;Criar serviços médicos (Medicare e Medicaid), ampliar educação (apoio federal, Head Start, treinamento de professores), combater poluição, habitação e ampliar direitos civis.
O que previa o Medicare e o Medicaid?;Medicare – assistência médica para idosos. Medicaid – assistência médica para pobres.
O que foi o Head Start?;Programa de auxílio educacional, de saúde e nutricional para crianças com deficiência antes da matrícula escolar.
Quais eram as principais medidas sociais da Grande Sociedade?;Saúde pública, apoio à educação, combate à poluição, habitação social e direitos civis.
Onde ocorreram as manifestações que levaram à nova Lei do Direito ao Voto em 1965?;Em Selma, Alabama.
Qual foi a reação de Johnson aos acontecimentos em Selma?;Pediu pressão moral pelo direito ao voto dos negros e defendeu legislação mais firme.
Quando foi aprovada a Lei do Direito ao Voto de 1965?;15 de agosto de 1965. Garantia direito ao voto a todos os cidadãos, independentemente de cor, raça ou religião.
O que foram os distúrbios de Watts em 1965?;"Revolta em Los Angeles após prisão de um motorista negro; resultou em mais de 1.000 incêndios e 34 mortos."
Qual evento marcou a escalada militar americana no Vietnã em fevereiro de 1965?;"Ataque vietcongue a uma base aérea americana; Johnson respondeu com bombardeios ao Vietnã do Norte."
O que foi a operação de bombardeio iniciada em março de 1965?;Programa contínuo de ataques aéreos contra o Vietnã do Norte, que durou três anos e lançou mais bombas que na 2ª Guerra Mundial na Europa e Ásia.
Quando as primeiras tropas de combate americanas chegaram ao Vietnã?;Março de 1965, inicialmente com função defensiva, mas logo envolvidas em combate.
Qual era a posição do general Westmoreland sobre a guerra no Vietnã?;Defendia patrulhas ofensivas e pediu mais tropas, afirmando que o Vietnã do Sul não resistiria sem apoio militar americano direto.
O que foi a guerra entre Índia e Paquistão em 1965?;"Conflito pela Caxemira. Início em agosto com invasão paquistanesa; terminou em 22 de setembro com cessar-fogo mediado pela ONU e negociações em Tashkent."
Qual foi o papel da União Soviética no conflito Índia-Paquistão de 1965?;Mediadora do acordo de paz em Tashkent.
Qual foi a causa da tentativa de golpe na Malásia em 1965?;"Partido Islâmico Pan-Malaio tentou derrubar o governo com apoio da Indonésia; houve envio de tropas a Bornéu e sabotagem em Cingapura."
Quando e por que Cingapura se separou da Malásia?;"9 de agosto de 1965, após disputas econômicas e políticas; tornou-se independente e membro da ONU em 21 de setembro."
Qual foi a situação de Gana em 1965?;"Economia em crise pela queda do preço do cacau; governo de partido único de Nkrumah aceitou intervenção do FMI, com cortes de gastos e preços pagos a agricultores."
Onde ocorreram massacres de cristãos na África em 1965?;No sul do Sudão (Juba) e no Congo, com mortes de missionários e fiéis.
Quando a Gâmbia tornou-se independente?;18 de fevereiro de 1965, do Reino Unido.
O que foi a Declaração Unilateral de Independência (DUI) da Rodésia do Sul?;"11 de novembro de 1965, liderada por Ian Smith; minoria branca recusava entregar poder à maioria negra; desafiou sanções britânicas por 15 anos."
Quem foi Alexander Soljenitsin nesse período?;"Escritor soviético perseguido por “negativismo” em 1965; outros autores presos por publicar no Ocidente (Sinyavsky e Daniel)."
Quem realizou a primeira caminhada espacial?;Aleksei Leonov (URSS) em 18 de março de 1965. Edward White (EUA) repetiu em junho.
Qual satélite marcou o início das comunicações comerciais globais?;6 de abril de 1965, primeiro satélite comercial de comunicações, capaz de transmitir 240 ligações simultâneas e TV.
Como a China intensificou sua presença no Vietnã em 1965?;Enviou armas, engenheiros militares e realizou novo teste nuclear em 14 de maio.
O que foi o novo sistema educacional imposto na China maoísta em 1965?;Estudantes deviam passar seis meses por ano em trabalhos agrícolas ou fabris para formar “trabalhadores intelectuais”.
Como a religião foi tratada na China em 1965?;Repressão: monges expulsos de monastérios, missionários estrangeiros presos, proibição de publicações cristãs.
Qual foi o impacto dos protestos contra a Guerra do Vietnã nos EUA em 1965?;"Suicídios por imolação em frente ao Pentágono e ONU; pesquisas mostravam maioria favorável ao cessar-fogo."
Quantos soldados americanos estavam no Vietnã em dezembro de 1965?;165 mil.
O que disse Johnson em janeiro de 1966 sobre o Vietnã?;Que os EUA ficariam no conflito “o tempo que fosse necessário”.
Quem foi o primeiro negro a ocupar um cargo em gabinete nos EUA?;Robert C. Weaver, secretário de Habitação e Desenvolvimento Urbano em janeiro de 1966.
Que novas medidas sociais Johnson sancionou em 1966?;Fim da discriminação em júris, alimentação para crianças pobres, US$ 1 bilhão para reconstrução urbana.
Como a Guerra do Vietnã afetou a Guerra contra a Pobreza?;Cortes severos: dos US$ 680 milhões previstos em 1965, só US$ 200 milhões foram liberados, beneficiando menos de 3 milhões de pessoas.
Que revoltas raciais ocorreram no verão de 1966?;"Tumultos em Chicago, Brooklyn, Atlanta, Omaha e San Francisco; mortes e confrontos após calor extremo e tensões raciais."
Quem foi o primeiro negro eleito senador nos EUA?;Edward Brooke, republicano de Massachusetts, eleito em 8 de novembro de 1966.
O que aconteceu em 18 de março de 1966 na África do Sul?;O governo tornou ilegal o Fundo de Ajuda e Defesa, que auxiliava prisioneiros políticos e suas famílias.
Quem foi Abram Fischer e qual foi sua sentença?;"Advogado judeu, apoiador do CNA e do Partido Comunista; condenado à prisão perpétua."
Qual partido fortaleceu sua maioria no Parlamento sul-africano em 1966?;O Partido Nacionalista, com 126 assentos (maior número até então).
Quem foi a única deputada do Partido Progressista a manter assento contra o apartheid?;Helen Suzman.
Qual a importância da visita de Robert Kennedy à África do Sul?;Condenou o apartheid e defendeu os direitos humanos em discurso na Universidade da Cidade do Cabo (15 mil pessoas).
Quais países receberam independência do Reino Unido em 1966?;"Bechuanalândia (Botsuana) e Basutolândia (Lesoto); Suazilândia prometida em 3 anos."
O que aconteceu na Nigéria em 1966?;Dois golpes militares, assassinatos de líderes políticos e início da guerra civil com 40 mil mortos e 1 milhão de refugiados.
Como terminou o governo de Kwame Nkrumah em Gana?;"Deposto por golpe militar enquanto viajava; no exílio até morrer em 1972, na Romênia."
O que marcou o governo de Bokassa na República Centro-Africana?;Golpe militar, autoproclamação como “imperador”, rompimento com a China e retorno à influência francesa.
Qual evento cultural importante ocorreu no Senegal em 1966?;O primeiro Festival Mundial das Artes Negras, em Dakar.
Quem foram os “quatro antigos” perseguidos na Revolução Cultural Chinesa?;Antigos costumes, hábitos, cultura e pensamento.
O que foi o “Livro Vermelho”?;Compilação das ideias de Mao Tsé-tung, carregada e recitada em público pelos Guardas Vermelhos.
Quais foram as consequências da Revolução Cultural para intelectuais chineses?;"Professores, administradores e intelectuais perseguidos; milhares mortos; escritores como Lao She se suicidaram."
Quem foram os escritores soviéticos julgados em 1966 e por quê?;"Andrei Sinyavsky e Yuly Daniel, acusados de publicar obras no Ocidente; condenados a 7 e 5 anos de trabalhos forçados."
Como a Polônia reagiu ao milênio de sua independência?;"O cardeal Wyszynski exaltou conquistas históricas, criticado pelo regime comunista; seminários católicos foram fechados."
Qual foi a crítica pública feita pelo filósofo polonês Kolakowski?;"Declarou que sem intelectuais e liberdade cultural não haveria liberdade democrática genuína; foi expulso do partido."
Quem defendeu maior autonomia na Tchecoslováquia em 1966?;Alexander Dubĉek, líder comunista eslovaco, ao relativizar oposição entre nacionalismo e internacionalismo.
Qual gesto simbólico foi restaurado na Tchecoslováquia em 1966?;O 28 de outubro (independência de 1918) como Dia Nacional.
O que aconteceu com padres católicos na Hungria em 1966?;Muitos foram presos novamente, acusados de conspirar com contatos no Ocidente.
O que o general Westmoreland admitiu em 1966 sobre o Vietnã?;Que não via sinais de enfraquecimento da determinação da liderança em Hanói, apesar dos bombardeios.
O que aconteceu em 13 de dezembro de 1966 em Hanói?;Um bombardeio americano matou mais de 100 civis.
O que disse o cardeal Spellman na véspera de Natal de 1966, no Vietnã?;Declarou que a guerra era pela “civilização” e que só a vitória americana era aceitável.
Qual proposta fez Harold Wilson, primeiro-ministro britânico, em 30 de dezembro de 1966?;Reunião de EUA, Vietnã do Sul e Vietnã do Norte no Reino Unido para negociar um cessar-fogo (rejeitada).
Quem assumiu o controle de Pequim em fevereiro de 1967, durante a Revolução Cultural?;O exército chinês e o ministro da Segurança Pública.
Que violência ocorreu em Wuhan em 1967 durante a Revolução Cultural?;"Após prisão de líderes da Guarda Vermelha, houve greve geral; o exército matou cerca de 1.000 manifestantes."
O que ocorreu em agosto de 1967 no Ministério das Relações Exteriores da China?;Guardas Vermelhos ocuparam o prédio e até atacaram a embaixada britânica, incendiando-a.
Como Mao reagiu em setembro de 1967 à Revolução Cultural?;Reconheceu que estava destruindo a revolução e ordenou repressão militar aos Guardas Vermelhos.
Quem foi nomeado chefe da KGB em maio de 1967?;Yuri Andropov.
O que Aleksandr Soljenitsin fez em 1967 contra a censura soviética?;Enviou manifesto denunciando a censura, publicado no Le Monde em 31 de maio.
Qual foi a campanha do regime comunista na Polônia em 1967?;Contra a Igreja Católica, acusada de ser bastião de forças hostis ao socialismo.
Quem foi Jan Beneš e o que lhe aconteceu na Tchecoslováquia?;"Escritor que protestou contra a prisão de Daniel e Sinyavsky; condenado a 5 anos de prisão."
Como o Canadá se posicionou sobre a Guerra do Vietnã em 1967?;Pediu publicamente a interrupção incondicional dos bombardeios americanos.
Qual foi o impacto da guerra na sociedade americana em 1967?;Crescente oposição, protestos, queima de convocações e fuga de jovens para o Canadá.
Quantos soldados americanos estavam no Vietnã em 1967?;Mais de 500 mil, com 9 mil mortos só em 1967 (15 mil desde 1965).
O que foi a Guerra dos Seis Dias (1967)?;Conflito em que Israel derrotou Egito, Jordânia e Síria, ocupando o Sinai, Cisjordânia, Jerusalém Oriental e Colinas de Golã.
Qual foi o estopim imediato da Guerra dos Seis Dias?;O bloqueio egípcio ao estreito de Tiran em maio de 1967.
Quando terminou a Guerra dos Seis Dias e qual o saldo territorial?;"Terminou em 10 de junho de 1967; Israel triplicou seu território."
Quais foram as baixas da Guerra dos Seis Dias?;"Israel: 777 mortos; árabes: mais de 5 mil mortos."
Que ataque ocorreu em 21 de outubro de 1967 contra Israel?;Um navio de guerra israelense foi afundado por mísseis egípcios, com 47 mortos.
;
O que Robert McNamara anunciou em 18 de setembro de 1967?;Que os EUA gastavam 5 bilhões de dólares para criar um sistema de defesa antimísseis balísticos (ABM).
O que era o sistema soviético FOBS?;Sistema de Bombardeamento Orbital Fracionado, bomba nuclear lançada por foguete de órbita baixa.
Qual foi a resposta do Pentágono em 8 de novembro de 1967 às preocupações do Congresso?;Garantiu que os EUA ainda estavam “na liderança” na corrida nuclear.
Quantos ICBMs possuíam EUA e URSS em 1967?;EUA: 1.710 (656 em submarinos Polaris). URSS: cerca de 500.
O que era o MIRV?;Veículo de Reentrada Múltipla e Independente, capaz de carregar várias ogivas nucleares.
Que reflexão Churchill fez sobre armas nucleares 14 anos antes?;Que aumentavam a destruição, mas paradoxalmente reduziam a probabilidade de uma guerra mundial.
Que avanços médicos ocorreram em 1967?;Uso de laser em cirurgias, transplante de coração (Christiaan Barnard), ponte de safena (René Favaloro) e introdução da mamografia.
Quem foi o paciente do primeiro transplante de coração da história?;Louis Washkansky, que sobreviveu 18 dias.
Que acidente espacial ocorreu em 27 de janeiro de 1967?;Três astronautas americanos morreram em incêndio na cápsula Apollo, em solo.
Quem foi o astronauta soviético morto em 24 de abril de 1967?;Vladimir Komarov, após falha no paraquedas da espaçonave.
Qual foi a importância do pouso lunar não tripulado em 19 de abril de 1967?;Enviou fotos, coletou amostras e abriu caminho para a futura missão tripulada.
O que foi o lançamento do Saturn V em 1967?;Foguete mais poderoso já lançado, levou a primeira cápsula Apollo não tripulada em órbita.
O que foi o movimento Stop the Draft Week em dezembro de 1967?;Marchas diárias em Nova York contra a Guerra do Vietnã e o recrutamento.
Quem foi Kenneth d’Elia?;Jovem de 21 anos que se suicidou por fogo em protesto contra a guerra, em frente à ONU.
O que disse o senador Fulbright em 8 de dezembro de 1967 sobre a guerra?;Chamou-a de “imoral e desnecessária”, acusando os EUA de transformar o Vietnã em uma sepultura.
Quem anunciou sua candidatura presidencial contra a guerra em 1967?;Senador Eugene McCarthy, de Minnesota.
Qual crítica Fulbright fez em 13 de dezembro de 1967?;Que 32 milhões de crianças americanas sem lar eram sacrificadas em nome da guerra contra o comunismo asiático.
O que foi a Ofensiva do Tet (1968)?;Ataque-surpresa vietcongue durante a trégua do Ano Novo Lunar, envolvendo 70 mil soldados. Incluiu invasão de Saigon e ataque à embaixada dos EUA.
Qual o impacto da execução registrada por Eddie Adams no Vietnã?;A foto da execução de um prisioneiro pelo general Nguyen Ngoc Loan abalou a opinião pública americana contra os aliados sul-vietnamitas.
O que ocorreu em Hué durante a Ofensiva do Tet?;"Vietcongues mataram cerca de 3 mil civis ligados ao regime sul-vietnamita; depois, soldados sul-vietnamitas retaliaram."
O que foi o massacre de My Lai (1968)?;Tropas americanas assassinaram cerca de 100 civis sul-vietnamitas, incluindo mulheres e crianças.
Como a guerra afetou a política interna dos EUA em 1968?;"Crescentes protestos; candidaturas de Eugene McCarthy e Robert Kennedy desafiaram Johnson, que desistiu da reeleição."
Por que Lyndon Johnson desistiu de concorrer em 1968?;"Não apenas pela guerra, mas também por preocupações com saúde após ataque cardíaco; anunciou suspensão parcial dos bombardeios ao Norte."
O que aconteceu com Robert Kennedy em 1968?;Assassinado em Los Angeles em 5 de junho, após vencer primárias na Califórnia.
Qual foi o resultado das eleições de 1968 nos EUA?;Richard Nixon, republicano, foi eleito e declarou: “Não serei o primeiro presidente dos EUA a perder uma guerra.”
O que ocorreu com os judeus na Polônia em 1968?;Campanha antissemita estatal levou à demissão em massa de judeus e saída de mais de 14 mil do país.
O que foi a Primavera de Praga (1968)?;Movimento de reformas liderado por Alexander Dubcek (“socialismo com rosto humano”): liberdade de expressão, fim da censura, direito de viajar.
Quem foi Alexander Dubcek?;Líder do Partido Comunista Tcheco em 1968, que tentou implementar reformas liberalizantes na Tchecoslováquia.
O que ocorreu em agosto de 1968 na Tchecoslováquia?;Invasão soviética com apoio de Polônia, Hungria, Alemanha Oriental e Bulgária. Meio milhão de soldados ocuparam o país.
