front ;back
O BRICS tem como foco principal apenas questões de segurança internacional.;Errado – O BRICS coopera também em áreas como energia, agricultura, meio ambiente e desenvolvimento.
O BRICS busca reformar organismos internacionais e apoiar países em desenvolvimento, especialmente na África.;Certo
A V Cúpula de Líderes do BRICS (2013) discutiu principalmente questões relacionadas ao comércio agrícola.;Errado – A V Cúpula discutiu o Banco de Desenvolvimento, infraestrutura e aprofundamento das relações com países em desenvolvimento, especialmente africanos.
O BRICS tem uma estratégia de cooperação voltada para o diálogo e convergência de posições, com foco em setores internacionais.;Certo
Celso Amorim e Roberto Jaguaribe destacaram a importância do BRICS para reforçar o anacronismo em estruturas multilaterais.;Errado – Eles destacaram a importância do BRICS para combater o anacronismo em estruturas multilaterais.
O BRICS não enfrenta desafios futuros, pois seus membros têm posições comuns em todas as questões.;Errado – O BRICS enfrenta desafios futuros, como diferenças sobre subsídios ao comércio agrícola e políticas monetárias, especialmente com relação à China e o yuan.
O G-20 Agrícola foi formado pelo BRICS para aumentar a representatividade dos países em desenvolvimento no comércio agrícola.;Certo
O G-20 Agrícola busca um equilíbrio entre países com forte setor agrícola industrializado e países com agricultura familiar.;Certo
O Grupo de Cairns defendia a manutenção dos subsídios agrícolas nos países desenvolvidos.;Errado – O Grupo de Cairns defendia a redução de subsídios agrícolas nos países desenvolvidos.
O Brasil entrou para o Grupo de Cairns para apoiar as negociações agrícolas sem interesse próprio.;Errado – O Brasil entrou para aumentar sua capacidade de barganha nas negociações.
A Rodada Uruguai foi uma grande vitória para os países em desenvolvimento em relação aos subsídios agrícolas.;Errado – Houve frustração dos países em desenvolvimento com os resultados das negociações agrícolas, especialmente em relação aos subsídios.
O G-20 Agrícola foi criado para representar melhor os interesses dos países desenvolvidos no comércio agrícola.;Errado – O G-20 Agrícola foi criado para representar os interesses dos países em desenvolvimento no comércio agrícola.
O documento do GATT (1991) foi coordenado por Arthur Dunkel e sintetizou os avanços da Rodada Uruguai.;Certo
O Acordo de Blair House (1992) foi completamente favorável aos países em desenvolvimento.;Errado – O Acordo de Blair House não atendia completamente aos interesses dos países em desenvolvimento, mas foi um avanço significativo.
"O ""Acordo de Blair House"" adiou as punições por descumprimento de medidas antidumping no setor agrícola até 2013.";Certo
A Rodada Doha da OMC (2001-2003) teve como foco principal a redução de subsídios agrícolas e harmonização dos interesses de países ricos e em desenvolvimento.;Certo
O G-20 foi formado em 2003 para impedir acordos que atendiam totalmente às necessidades dos países desenvolvidos.;Errado – O G-20 foi formado para evitar acordos parciais que não atendiam às necessidades dos países em desenvolvimento.
O G-20 se diferenciava do Grupo de Cairns por ter uma agenda mais abrangente, incluindo cooperação Sul-Sul e maior coesão política.;Certo
O G-20 exigiu que os avanços na agricultura estivessem separados de outras negociações da Rodada Doha.;Errado – O G-20 exigiu que os avanços na agricultura estivessem atrelados ao progresso em outros temas da Rodada, como o acesso a mercados não agrícolas (NAMA).
Durante a Cúpula Ministerial de Cancun (2003), o G-20 cedeu nas negociações agrícolas para avançar nas discussões.;Errado – O G-20 manteve uma frente coesa e não cedeu nas negociações agrícolas, o que resultou em um impasse.
O G-4 (Brasil, EUA, União Europeia e Japão) foi criado após a Cúpula de Cancun para aumentar a visibilidade do Brasil nas negociações internacionais.;Certo
"Em 2004, o ""July Package"" foi anunciado pelos EUA e União Europeia, mas não incluiu a eliminação dos subsídios agrícolas.";"Errado – O ""July Package"" incluía a eliminação dos subsídios agrícolas."
Durante a Cúpula de Hong Kong (2005), foi discutida a inter-relação entre agricultura e NAMA (acesso a mercados não agrícolas).;Certo
Em 2006, as negociações da OMC foram suspensas devido a divergências sobre subsídios e produtos sensíveis.;Certo
Em 2007, o G-4 continuou tentando resolver os impasses das negociações agrícolas em Genebra.;Certo
A IX Conferência Ministerial da OMC em Bali foi considerada um retrocesso nas negociações internacionais.;Errado – A IX Conferência Ministerial da OMC em Bali foi um avanço, embora com acordos menos ambiciosos, mas importantes para reiniciar as negociações.
O Acordo de Facilitação de Comércio na Conferência de Bali tinha como objetivo desburocratizar o comércio internacional.;Certo
A OMC rejeitou os programas de segurança alimentar dos países em desenvolvimento durante a Reunião Ministerial de Bali.;Errado – A OMC reconheceu os programas de segurança alimentar dos países em desenvolvimento, permitindo políticas de estoques públicos.
A Índia apoiou a eliminação dos subsídios internos à produção agrícola nas negociações da OMC em Bali.;Errado – A Índia se opôs aos subsídios internos à produção agrícola.
O G-20, apesar das críticas, teve um impacto positivo ao colocar os países em desenvolvimento em uma posição de maior destaque nas negociações da OMC.;Certo
O G-20 é um grupo homogêneo e sem grandes desafios internos.;Errado – O G-20 enfrentou dificuldades internas, como a falta de coesão entre seus membros.
Alguns países, como Peru e Colômbia, saíram do G-20 devido a acordos bilaterais com os EUA.;Certo
O G-20 continuará sendo uma plataforma importante para o diálogo entre o Norte e o Sul no comércio internacional.;Certo
O principal desafio do G-20 no futuro é manter a coordenação interna enquanto se busca alcançar os objetivos do mandato original de Doha.;Certo
A estratégia de cooperação Sul-Sul do Brasil nunca se misturou com suas relações com os países do Norte.;Errado – A estratégia Sul-Sul do Brasil não conflita com suas relações com o Norte, mas faz parte de um somatório de estratégias.
A Política Externa Independente do Brasil na década de 1970 teve foco exclusivo na aproximação com países da América Latina.;Errado – A Política Externa Independente do Brasil na década de 1970 teve foco na aproximação política e econômica com países da América Latina, Ásia, África e Oriente Médio.
O Brasil, em sua política externa, buscava maior poder internacional sem mudar o intercâmbio com países do Norte.;Certo
O alinhamento do Brasil com os EUA e o bloco ocidental foi uma das principais causas do crescimento econômico nas décadas de 1970.;Errado – O alinhamento com os EUA e o bloco ocidental trouxe desafios no crescimento econômico do Brasil devido a crises, como a do petróleo.
O Brasil não teve afinidades culturais e étnicas com os países africanos e asiáticos, priorizando apenas a cooperação com países ocidentais.;Errado – O Brasil teve afinidades culturais, étnicas e linguísticas com a África e a Ásia, o que influenciou sua política externa.
A política externa brasileira se concentrou apenas em ampliar parcerias com os EUA e a Europa.;Errado – A política externa brasileira também se concentrou em ampliar parcerias com países em desenvolvimento, além de uma aproximação com a África e Ásia.
Nos anos 1990, o Brasil iniciou parcerias estratégicas bilaterais, com destaque para a Conferência das Nações Unidas sobre Comércio e Desenvolvimento (Unctad).;Certo
O Brasil abandonou as relações multilaterais a partir dos anos 1990 em favor de parcerias bilaterais exclusivamente com países do Norte.;Errado – Nos anos 1990, o Brasil se engajou em parcerias bilaterais sem abandonar as relações multilaterais, com destaque para a Unctad.
A África Atlântica teve uma grande influência na formação social do Brasil, especialmente devido à escravidão.;Certo
Após a Proclamação da República, as relações Brasil-África foram muito intensas até a metade do século XX.;Errado – Houve um distanciamento mútuo entre Brasil e África até a primeira metade do século XX.
Gilberto Freyre foi um importante pensador brasileiro que destacou a influência africana na formação cultural do Brasil.;Certo
"Jânio Quadros retomou as relações Brasil-África com o conceito de ""parceria"" e buscou atender demandas de desenvolvimento.";Certo
Durante o regime militar, o Brasil se distanciou da África e não buscou parcerias comerciais ou políticas com países africanos.;Errado – O Brasil teve relações ambíguas com a África durante o regime militar, incluindo comércio e apoio político, especialmente com a África do Sul.
A primeira visita de um chefe de Estado africano ao Brasil foi feita por Léopold Senghor, do Senegal, durante o regime militar.;Certo
Durante o governo militar, o Brasil se alinhou totalmente com as teses da Guerra Fria e se distanciou das questões africanas.;Errado – O Brasil teve uma posição ambígua em relação à África, mantendo relações com a África do Sul, apesar do apartheid, e realinhando-se com as teses da Guerra Fria.
A política externa de Garrastazu Médici (1969-1974) focava exclusivamente em questões culturais e ideológicas com a África.;Errado – O atlantismo de Médici focava no comércio e nos interesses mercantis com a África, além de buscar apoio político e diversificação de parceiros comerciais.
A estratégia de diversificação de fornecedores de petróleo e novos mercados foi central para a política externa brasileira nas décadas de 1970 e 1980.;Certo
O Brasil não buscou expandir seus acordos comerciais e técnicos com países africanos nas décadas de 1970 e 1980.;Errado – O Brasil buscou expandir acordos comerciais e técnicos com países africanos durante esse período.
Gibson Barboza propôs soluções tecnológicas tropicais para a agricultura africana durante as décadas de 1970 e 1980.;Certo
Durante as décadas de 1970 e 1980, o Brasil continuou a apoiar o colonialismo português nas colônias africanas.;Errado – O Brasil revisou sua política de apoio ao colonialismo português, reconhecendo o MPLA (Angola) e aproximando-se do FRELIMO (Moçambique).
Na década de 1990, o Brasil estava altamente envolvido com a África, especialmente com os países lusófonos.;"Errado – Durante a década de 1990, houve um ""hiato"" nas relações Brasil-África, com interesse diminuído devido ao ""afro-pessimismo""."
O Brasil restabeleceu suas relações com a África do Sul por meio do Acordo de Pretória em 1996.;Certo
O governo Lula deu prioridade à África, com uma estratégia Sul-Sul focada no desenvolvimento mútuo e autonomia decisória entre Brasil e África.;Certo
Durante o governo Lula, o Brasil realizou apenas 3 viagens à África, sem ampliar significativamente a cooperação comercial e técnica.;Errado – Lula realizou 12 viagens à África, ampliando a cooperação comercial e técnica.
O governo Lula abriu 20 novas embaixadas no continente africano, totalizando 37 embaixadas brasileiras na África.;Certo
A cooperação Brasil-África durante o governo Lula não incluiu áreas como saúde, educação e infraestrutura.;Errado – A cooperação incluiu áreas como saúde, educação, cooperação técnica e infraestrutura.
O Brasil, durante o governo Lula, ajudou a combater a malária e a AIDS, com programas como a parceria com a Fiocruz em Moçambique.;Certo
O governo Lula criou a Unilab para promover a educação superior entre Brasil e África, além de oferecer cursos de língua portuguesa.;Certo
A criação de projetos de infraestrutura no continente africano não foi uma prioridade durante o governo Lula.;Errado – O governo Lula investiu em projetos de infraestrutura energética e de transporte na África.
A Cúpula América do Sul-África (ASA) teve como objetivo o fortalecimento das relações comerciais e de cooperação entre os dois continentes.;Certo
Durante o governo Lula, a política externa brasileira focou exclusivamente em questões econômicas, sem combinar com iniciativas de cooperação Sul-Sul.;Errado – A política externa brasileira combinou pragmatismo econômico com iniciativas de cooperação Sul-Sul.
"Em 2013, o governo brasileiro anunciou uma ""agenda de ações"" para diversificar e ampliar as relações bilaterais com a África, incluindo o incremento de comércio e investimentos.";Certo
Dilma Rousseff anunciou em 2013 que o Brasil renegociaria dívidas de 12 países africanos, com o objetivo de aliviar o peso da dívida e direcionar recursos ao combate à pobreza.;Certo
O Brasil, sob Dilma Rousseff, anunciou a criação de um novo fundo de financiamento exclusivamente para projetos na África, sem envolver outros continentes.;Errado – O Brasil propôs um fundo de financiamento para projetos em várias regiões, incluindo o Brasil e a África.
A reforma na Agência Brasileira de Cooperação (ABC) visou tornar as ações de apoio ao desenvolvimento e fomento de investimentos e comércio mais efetivas.;Certo
O Brasil, durante o governo Dilma, não defendia a reforma da ONU ou das instituições econômicas globais, como o FMI e o Banco Mundial.;Errado – O Brasil defendia reformas urgentes na ONU, FMI e Banco Mundial para torná-los mais justos e representativos.
O Brasil teve uma atuação passiva nas missões de paz da ONU, sem contribuir para a segurança ou o desenvolvimento na África.;Errado – O Brasil teve uma atuação proativa nas missões de paz da ONU, com contribuições para segurança e desenvolvimento na África.
O Brasil contribui em missões da ONU, como a MINURCAT, na Costa do Marfim, na Libéria, Sudão e República Democrática do Congo.;Certo
O Brasil defende a intervenção militar como primeira alternativa em suas missões de paz.;Errado – O Brasil defende a não intervenção, imparcialidade, solidariedade e mediação pacífica, com a intervenção militar sendo a última alternativa.
O Brasil vê a África como uma importante fronteira econômico-comercial, com uma presença crescente de empresas e investimentos no continente.;Certo
A África não é uma prioridade na política externa do Brasil, e não existem relações sólidas entre os dois.;Errado – A África continua sendo uma prioridade na política externa do Brasil, com relações sólidas e mútuas.
O discurso de San Tiago Dantas, em 1961, destacou que o restabelecimento das relações com a URSS foi motivado principalmente por afinidade ideológica.;Errado – O restabelecimento das relações com a URSS foi motivado por interesses políticos e econômicos, não por afinidade ideológica.
Em 1961, Brasil e URSS estabeleceram relações comerciais e diplomáticas.;Certo
A Rússia emergiu após a desintegração da URSS e a reabilitação econômica após a década de 1980.;Certo
O Brasil consolidou-se como uma economia emergente após a Guerra Fria, sem passar por um processo de redemocratização.;Errado – O Brasil consolidou-se como economia emergente após a redemocratização e reformas econômicas.
O Brasil não reconheceu o novo governo bolchevique após a Revolução Russa de 1917.;Certo
Durante os anos 1930, o Brasil temia o crescimento do comunismo e tomou medidas repressivas sob o governo de Getúlio Vargas.;Certo
Após a Segunda Guerra Mundial, o Brasil e a URSS se uniram contra a Alemanha nazista, mas as relações diplomáticas eram amigáveis desde o início.;Errado – Apesar da união contra a Alemanha nazista, as relações diplomáticas entre Brasil e URSS eram tensas.
O Brasil restabeleceu relações diplomáticas com a URSS em 1945, incentivado pelos EUA, mas essas relações deterioraram-se com a ascensão de Harry Truman e a política de contenção do comunismo.;Certo
Durante o governo Dutra, o Brasil seguiu um alinhamento automático com os EUA, mas obteve benefícios significativos.;Errado – O alinhamento com os EUA não trouxe benefícios significativos para o Brasil.
Getúlio Vargas, em 1950, procurou uma política externa mais independente, com maior abertura para o capital estrangeiro e melhores condições econômicas para o Brasil.;Certo
O Brasil, em 1959, iniciou uma nova fase nas relações comerciais com a URSS, focando apenas na exportação de produtos industriais.;Errado – O Brasil focou na exportação de itens agrícolas, como café, e bens semimanufaturados, enquanto importava máquinas, produtos químicos e petróleo da URSS.
A Política Externa Independente (PEI), adotada em 1959, refletiu o interesse do Brasil em diversificar seus mercados e estabelecer novas parcerias comerciais, incluindo com a URSS.;Certo
Em 1961, durante o governo de San Tiago Dantas, o Brasil e a URSS restabeleceram relações diplomáticas, mas não houve aumento nas trocas comerciais.;Errado – As trocas comerciais aumentaram, embora ainda não fossem substanciais.
O governo militar de Castello Branco, após 1964, cortou relações com a URSS e outros países socialistas.;Errado – O governo de Castello Branco manteve relações com a URSS e outros países socialistas.
O Brasil rompeu relações com Cuba em 1964 devido ao apoio de Fidel Castro aos movimentos revolucionários na América Latina.;Certo
A relação com a URSS era vista como uma ameaça à estabilidade do regime brasileiro após 1964.;Errado – A relação com a URSS não era vista como ameaça à estabilidade do regime brasileiro.
Durante a détente nos anos 1960, os países ocidentais começaram a comercializar mais com os países do Leste Europeu.;Certo
Nos anos 1970, o Brasil estabeleceu mecanismos de consulta regular com a URSS, especialmente na ONU.;Certo
Sob o governo de Geisel, o Brasil adotou posturas favoráveis à URSS, reconheceu Angola e apoiou o Movimento dos Países Não Alinhados.;Certo
Durante a década de 1980, o Brasil não manteve cooperação científica e tecnológica com a URSS.;Errado – O Brasil manteve cooperação científica e tecnológica com a URSS, incluindo a assinatura do Acordo Básico de Cooperação.
O Brasil formou joint ventures com empresas estatais russas para projetos de engenharia na África durante a década de 1980.;Certo
O fim do regime militar no Brasil e a chegada de Mikhail Gorbachev ao poder na URSS ocorreram no mesmo ano, 1985.;Certo
Durante o governo Sarney, o Brasil não manteve visitas à URSS.;Errado – Sarney fez uma visita à URSS em 1985, sendo o primeiro chefe de Estado brasileiro a fazê-lo.
O comércio entre Brasil e URSS durante a Guerra Fria era focado em produtos industriais avançados.;Errado – O comércio entre Brasil e URSS era limitado, com a pauta exportadora brasileira concentrada em produtos primários.
"Após a Guerra Fria, o Brasil focou principalmente em suas relações com o ""Primeiro Mundo"" no período de 1990.";Certo
A Rússia, após a Guerra Fria, passou a priorizar as relações com ex-repúblicas soviéticas, além de buscar parcerias com potências emergentes como o Brasil.;Certo
Em 1999, foi criada a Comissão de Alto Nível bilateral entre Brasil e Rússia.;Certo
A visita de Fernando Henrique Cardoso à Rússia foi importante para apoiar a candidatura da Rússia à OMC e receber apoio para o Brasil no Conselho de Segurança da ONU.;Certo
Durante a década de 2000, o comércio bilateral entre Brasil e Rússia teve um crescimento significativo, alcançando um pico de USD 7,16 bilhões em 2011.;Certo
O Brasil exportava principalmente para a Rússia produtos como carne, açúcar, veículos e motores.;Certo
A cooperação espacial entre Brasil e Rússia envolveu a construção conjunta de foguetes, com destaque para o Veículo Lançador de Satélites (VLS).;Certo
O Brasil comprou equipamentos militares como helicópteros, mísseis e baterias antiaéreas da Rússia.;Certo
A crise de 2008 não teve impacto nas relações Brasil-Rússia.;Errado – A crise de 2008 aproximou Brasil e Rússia, pois ambos buscavam fortalecer o multilateralismo e as parcerias estratégicas.
A visita de Luiz Inácio Lula da Silva a Moscou em 2010 não teve um impacto significativo nas relações Brasil-Rússia.;"Errado – A visita de Lula em 2010 marcou o início de uma nova fase no relacionamento bilateral, com a assinatura do ""Plano de Ação da Parceria Estratégica Brasil-Rússia""."
Após a sucessão presidencial no Brasil (Lula por Dilma Rousseff) e na Rússia (Medvedev por Putin), as relações mantiveram-se positivas, mas sem prioridade absoluta.;Certo
A visita de Dilma Rousseff a Moscou, em 2012, focou principalmente na ampliação de parcerias nos setores de energia, defesa e tecnologia.;Certo
"Dimitri Medvedev visitou o Brasil em 2012 e discutiu avanços no ""Plano de Ação Estratégica"" e no ""Plano de Consultas Políticas 2013-2015"".";Errado – A visita de Medvedev ao Brasil ocorreu em 2013.
O Brasil e a Rússia não discutiram investimentos e intercâmbio nos setores estratégicos, como defesa e energia, durante a visita de 2013.;Errado – Durante a visita de Medvedev ao Brasil, foram discutidos investimentos e intercâmbio nos setores estratégicos, incluindo defesa, energia e tecnologia.
Durante a visita de Dilma Rousseff a Moscou, em 2012, o Brasil comprou helicópteros russos MI-35M.;Errado – A compra dos helicópteros foi parte da cooperação com a Rússia, mas não foi diretamente ligada à visita de Dilma em 2012.
Em 2013, Brasil e Rússia estabeleceram a meta de aumentar o comércio bilateral para USD 10 bilhões até 2015.;Certo
O Brasil e a Rússia assinaram um memorando de entendimento sobre o programa “Ciência sem Fronteiras” para intercâmbio de pesquisadores e desenvolvimento de projetos conjuntos.;Certo
A cooperação em energia entre Brasil e Rússia inclui a parceria com a Rosatom para energia nuclear.;Certo
O Brasil busca reconhecimento como candidato ao Conselho de Segurança da ONU através de suas relações com o Oriente Médio.;Certo
A Primavera Árabe não representa um desafio para a segurança e a paz internacional no contexto das relações Brasil-Oriente Médio.;Errado – A Primavera Árabe é um dos desafios à segurança e paz internacional, que o Brasil aborda nas suas relações com o Oriente Médio.
O Brasil, em 1947, ajudou na criação do plano de partilha da Palestina, que estabeleceu dois Estados: um árabe-palestino e outro judeu.;Certo
O Brasil manteve uma postura de total alinhamento com os países árabes durante os primeiros anos da Guerra Fria.;Errado – Durante os primeiros anos da Guerra Fria, o Brasil manteve uma postura de equidistância entre Israel e os países árabes.
O Brasil condenava soluções de força e sempre apoiou soluções multilaterais baseadas no Plano de Partilha da Palestina durante a Guerra Fria.;Certo
O Brasil participou da UNEF I entre 1957 e 1967, enviando tropas para monitorar o cessar-fogo durante a Crise do Canal de Suez.;Certo
O Brasil cometeu interesses estratégicos ao se envolver na UNEF I, favorecendo os países árabes no conflito.;Errado – O Brasil buscou soluções conciliatórias e mediadoras, sem favorecer nenhum dos lados.
Entre 1964 e 1966, o Brasil comandou a UNEF I, com líderes militares brasileiros à frente da missão.;Certo
Durante os primeiros 25 anos da Guerra Fria, o Brasil manteve uma postura de apoio incondicional aos países árabes no conflito Israel-Palestino.;Errado – O Brasil adotou uma postura de equilíbrio entre os blocos árabe e israelense.
A crise do petróleo de 1973 resultou no aumento do preço do petróleo pela OPEP, impactando fortemente a economia brasileira, que dependia de importações de petróleo.;Certo
O Brasil se aproximou dos países árabes após a crise do petróleo, estabelecendo embaixadas no Qatar, Bahrein, Omã, Kuwait, Arábia Saudita e Líbano.;Certo
A “Diplomacia do Petróleo” não teve impacto no aumento das relações comerciais entre Brasil e países árabes.;"Errado – A ""Diplomacia do Petróleo"" resultou em um aumento significativo no déficit comercial com os países árabes."
O Brasil foi o primeiro país a romper o embargo econômico imposto pelo Ocidente ao Iraque em 1971.;Certo
O Brasil passou a apoiar Israel no conflito árabe-israelense após 1975, quando o país condenou o sionismo como forma de racismo.;Errado – O Brasil passou a criticar Israel, condenando o sionismo como forma de racismo em 1975.
Em 1980, o Brasil apoiou a resolução da ONU que pedia a retirada de Israel dos territórios palestinos ocupados.;Certo
Durante os anos 1980, o Brasil fortaleceu suas relações comerciais com o Oriente Médio, especialmente devido à guerra Irã-Iraque e à crise econômica interna.;Errado – O Brasil reduziu suas relações comerciais com o Oriente Médio nos anos 1980 devido à guerra Irã-Iraque e à crise econômica interna.
O Brasil se opôs à intervenção militar liderada pelos EUA na Guerra do Golfo em 1990, mas votou a favor das sanções econômicas ao Iraque na ONU.;Certo
Durante o governo FHC, o Brasil adotou uma postura pró-palestina e se opôs ao uso de força contra o Iraque.;Errado – O Brasil adotou algumas concepções pró-Israel durante o governo FHC, como o apoio ao uso da força contra o Iraque em 1997.
O Brasil retomou as relações comerciais e diplomáticas com os países árabes em 2000, após um longo período de distanciamento.;Certo
A aproximação bilateral entre Brasil e países árabes ocorreu durante o governo de Fernando Henrique Cardoso, com ênfase nas alianças políticas.;Errado – A aproximação foi consolidada durante o governo de Luiz Inácio Lula da Silva.
O Brasil adotou uma postura de apoio à intervenção militar dos EUA no Iraque em 2003, alinhando-se aos interesses ocidentais.;Errado – O Brasil rejeitou a intervenção militar, propondo uma solução pacífica.
A visita do presidente Lula aos países árabes em 2003 incluiu viagens à Síria, Líbia, Emirados Árabes Unidos, Egito e Líbia, com foco em laços comerciais e culturais.;Certo
Durante a visita de Lula, a Petrobras iniciou atividades na Líbia, após a suspensão das sanções da ONU.;Certo
A Cúpula América do Sul-Países Árabes (ASPA) foi realizada pela primeira vez no Brasil em 2005, com a participação de 22 países árabes e 11 sul-americanos.;Certo
A Cúpula ASPA teve como principais resultados a rejeição da criação de um Estado palestino e apoio à ocupação do Iraque.;Errado – A cúpula reafirmou a criação de um Estado palestino e rejeitou a ocupação do Iraque.
A Declaração de Brasília, resultado da Cúpula ASPA, incluiu a criação de uma biblioteca árabe-sul-americana como um marco cultural.;Certo
A Cúpula ASPA gerou críticas pela ausência de menção à necessidade de reformas políticas nos países árabes para estimular a democracia.;Certo
Para os países árabes, o principal objetivo da Cúpula ASPA era abrir oportunidades de comércio com os países sul-americanos.;Certo
Durante a Cúpula ASPA, os países sul-americanos procuraram apoio para garantir a criação de uma área de livre comércio com o Conselho de Cooperação do Golfo.;Certo
O comércio entre os países da Liga Árabe e o Brasil aumentou de USD 2,7 bilhões em 2003 para USD 14 bilhões em 2011.;Certo
A exportação brasileira não ajudou a compensar o gasto com a importação de petróleo e derivados durante esse período.;Errado – As exportações brasileiras ajudaram a compensar o gasto com a importação de petróleo e derivados.
O Brasil é coordenador regional sul-americano da ASPA.;Certo
A ASPA (fórum birregional) conta com 34 países membros e organizações como a Liga dos Estados Árabes e a União das Nações Sul-Americanas.;Certo
A Cúpula América do Sul-Países Árabes (ASPA) realiza reuniões a cada 5 anos.;Errado – As cúpulas são realizadas a cada 3 anos.
A primeira cúpula da ASPA foi realizada em 2005 em Doha, Catar.;Errado – A primeira cúpula foi realizada em Brasília, Brasil, em 2005.
A III Cúpula da ASPA, em 2012, resultou no lançamento do Fórum ASPA de Mulheres e no Marco de Cooperação no Combate à Desertificação.;Certo
A Biblioteca e Centro de Pesquisas América do Sul-Países Árabes (Bibliaspa) está localizada em Brasília e promove a cultura árabe e brasileira.;Errado – A Bibliaspa está localizada em São Paulo.
O Brasil apoiou as sanções da ONU contra o Irã em 2010 devido ao seu programa nuclear.;Errado – O Brasil se opôs às sanções, considerando-as prejudiciais ao processo de negociação.
A Declaração de Teerã, em 2010, foi um acordo entre Brasil, Irã e Turquia para a troca de combustível nuclear, permitindo que o Irã continuasse com seu programa nuclear para fins pacíficos.;Certo
O Brasil votou contra a Resolução 1929 do Conselho de Segurança da ONU em 2010, que impôs novas sanções ao Irã, devido ao seu compromisso com o diálogo.;Certo
O Brasil acreditava que as sanções ao Irã ajudariam a resolver a questão nuclear iraniana de forma mais eficaz.;Errado – O Brasil acreditava que as sanções não seriam eficazes e poderiam agravar a situação.
Após a posse de Hassan Rouhani, as negociações sobre o programa nuclear iraniano foram retomadas em 2013, resultando em um acordo provisório que suspendeu parte das sanções.;Certo
O acordo JCPOA de 2015 resultou em uma limitação do enriquecimento de urânio pelo Irã.;Certo
O Irã foi autorizado a continuar a construção de novos reatores nucleares como parte do acordo JCPOA de 2015.;Certo
O Brasil reconheceu o Estado de Israel e defendeu Jerusalém Oriental como sua capital em 2010.;Errado – O Brasil reconheceu o Estado da Palestina e defendeu Jerusalém Oriental como sua capital em 2010.
O Brasil apoia a construção de assentamentos israelenses nos territórios palestinos.;Errado – O Brasil criticou a construção de assentamentos israelenses nos territórios palestinos.
O Brasil tem contribuído com assistência humanitária e projetos de capacitação na Faixa de Gaza.;Certo
O Brasil defende intervenções militares estrangeiras na Síria como solução para o conflito.;Errado – O Brasil adota uma posição contra intervenções militares estrangeiras na Síria.
O Brasil apoiou as sanções ao governo sírio, considerando-as uma medida eficaz.;Errado – O Brasil é contra sanções ao governo sírio e defende uma solução pacífica baseada no multilateralismo.
O Brasil foi crítico ao apoio de armas a grupos opositores na Síria.;Certo
O Brasil participou da Conferência Internacional sobre a Síria em Montreaux, na Suíça, em 2014.;Certo
O Brasil, na Conferência de Montreaux, defendeu a saída de Bashar al-Assad como condição para resolver o conflito sírio.;Errado – O Brasil não apoiou a saída de Bashar al-Assad e defendeu uma solução negociada.
O Brasil propôs medidas para aliviar o sofrimento do povo sírio, como a criação de um órgão de transição neutro e o diálogo nacional.;Certo
O Brasil sugeriu medidas contra a violência de gênero, como proteção a mulheres e crianças da violência sexual e tráfico humano, no contexto do conflito sírio.;Certo
O Brasil defendeu a suspensão das sanções econômicas unilaterais ao governo sírio.;Certo
O Brasil apoiou o embargo de armas abrangente e eficaz para a Síria durante o conflito.;Certo
O Brasil foi favorável à remoção segura de armas químicas da Síria, conforme a Resolução 2118 do Conselho de Segurança da ONU.;Certo
O processo negociador da Conferência Genebra II resultou em uma solução pacífica para o conflito sírio.;Errado – O processo terminou em impasse entre o Governo sírio e os grupos de oposição.
O apoio financeiro e bélico externo aos opositores sírios foi um dos principais obstáculos à solução do conflito na Conferência Genebra II.;Certo
A posição brasileira na Conferência Genebra II foi contrária aos princípios de não intervenção e a favor de uma solução militar.;Errado – A posição brasileira foi a favor dos princípios de não intervenção e apoio a uma solução diplomática.
O Brasil defendeu a ação eficaz do Conselho de Segurança da ONU (CSNU) durante o conflito sírio na Conferência Genebra II.;Errado – O Brasil criticou a inoperância do Conselho de Segurança da ONU (CSNU) na solução do conflito.
O relacionamento com os países asiáticos é secundário na política externa brasileira.;Errado – O relacionamento com os países asiáticos é central na política externa brasileira.
O Brasil tem uma forte parceria política com a China, através de blocos como IBAS e BRICS.;Certo
O Brasil deve diversificar suas parcerias e não se focar nas oportunidades de desenvolvimento tecnológico e atração de investimentos.;Errado – O Brasil deve diversificar suas parcerias e aproveitar as oportunidades de desenvolvimento tecnológico e atração de investimentos.
As relações Brasil-Japão começaram em 1908 com a chegada de imigrantes japoneses para trabalhar na lavoura cafeeira.;Certo
Durante a Segunda Guerra Mundial, o Brasil manteve relações estreitas com o Japão.;Errado – Durante a Segunda Guerra Mundial, o Brasil rompeu relações com o Japão.
As relações Brasil-Japão foram restabelecidas em 1952 com um Tratado de Paz.;Certo
O Brasil e o Japão firmaram parcerias a partir dos anos 1950 em setores como siderurgia, celulose e alumínio.;Certo
O Brasil usou a tecnologia japonesa para desenvolver sua indústria de recursos minerais e vegetais.;Certo
Nos anos 1960-1970, os investimentos japoneses no Brasil foram focados apenas no setor de eletrônicos.;Errado – Os investimentos japoneses também ocorreram no setor de motocicletas.
O Japão se tornou o terceiro maior investidor no Brasil devido à introdução de produtos de alto padrão tecnológico.;Certo
A crise da dívida na América Latina nos anos 1980 não teve impacto nas relações econômicas.;Errado – A crise da dívida resultou em controles rígidos e barreiras ao comércio, afetando as relações econômicas.
Nos anos 1990, o Japão começou a direcionar mais investimentos para os países do Sudeste Asiático.;Certo
